text,label
My only true talent is to appear 5 years younger than I am.,1.5
Why didn't I read it when I was still young 🥺 http,2.5
"I wear the embroidery, a whiskey and the code #laterala",2.2
It still hurts the same as when I lay down but oh well :(,3.2
"What's the wind doing???? I mean, it's overwhelming me a lot",2.8
What if I have a watch that if I plan to answer it 🎶,1.4
The truth is that I don't know why I keep spending on responding to this lazy guy who looks for me when he paints him ajjsjs,3.4
How much on the 8th?,1.2
me + and thanks hsa,1.3333333333333333
1 y 2 #Wimbledon,1.0
Suitable if these types of exercises are to not release violence,1.4
I just woke up from another nightmare and my neck hurts horribly,3.5
I'm drinking to see if I duplicate you,3.0
hehehe I love you my little one,4.0
"Hey, I apologize to all the people who have to read me and women's soccer peels you. From here MY SINCERE APOLOGIES",2.2
RT LYChile: 📈 The hastag #ChileIsReadyForYouBTS is in the second place of trends in Chile to request the return of BTS_twt to our…,1.0
Four please I'm in 🌷💘😘,3.75
"Can I stay forever in your fandom?? You are a sunbath, nothing to do with Federico",3.75
"I've been listening to Afro house all day, mostly Black Coffee and damn it's good",2.0
"Hello, I would like to know how I can see the last season of the daily newspaper? It is not in 13c.",1.2
"If JG puts his people in, they will be his employees.",2.0
"He called them ""useful idiots"" and no one has any idea of ​​this. http",1.75
"""Look deeply into nature and you will understand everything better"" Albert Einstein",1.2
That happens when pride and stupidity come together and it is not seen as good for the growth of Mexico 🤷🏻‍♀️,2.4
You're an asshole and you still presume it,2.75
I'm not saying that this thinking is right btw,2.0
"c doesn't have any talent, clara?",1.6
I love more Beautiful,3.6
fuck is she beautiful,2.2
Exactly. Many doubted the latest releases like TLOU2. And look at the game the guys delivered.,1.0
"My high esteem fluctuates during the week, there are days when I feel beautiful and the next I feel beautiful.",3.2
"I bought the book specialist in people, great for those who want to know how to deal with all kinds of people.",2.2
"If they follow the same life from the house, they won't go kkkkkkk and for Sarah, the situation is more difficult.",3.2
The unfortunate 🙈,2.0
"Who are you, Alasca",1.5
Just published a photo http,2.6
"I pass calmly through all the bad times, my God is bigger than any problem! 🙌🏻✨",3.2
Someone tell me about yesterday 'cause I took off,1.6666666666666667
"January 2, 2021, and I'm here trying to figure out what I'm doing in the world",2.6
my condolences :( hope you and your family are well,4.2
rain pussy bus pussy I'm going to kill everyone here,3.5
good morning baby,3.2
"my father is a liar, help kkkkkkkkkkkkkkkkkk",2.6
kissed everyone,4.2
oh my god that's it im going to watch twilight,2.4
without any strength,2.2
"because and I wanted to play ctg ,xd",2.2
I swear I can't stand studying anymore,1.6
flop you are not,1.5
Happy to have someone who takes such good care of me.,3.6
"We need a better foundation, in fact, we need a solid and well-built foundation. http",1.5
"I hate it, travis scott played a show in miami and I didn't go :(",2.4
"Yesterday I failed, I tried to resist but I couldn't. Yes, I bought Bic Mac for dinner 😪. Very difficult to live next to Mc donalds kkkkkj",2.2
May it become carrion soon and release the bed for someone who needs it.,2.6
Traitor is good but it made me depressed,2.5
"Worse than not, she is very progressive",1.0
brother i'm too cattle i got tired of trying to fight it i assume maybe i'm the cattle 4real,3.6
it seems that carla is not into it but sl ne,3.4
Is it social distancing or do you have a lot of empty holes???,2.8
That vovs there is vacillating,1.3333333333333333
From my grandma*,1.2
beloved forces,1.0
I watched 1 of Richthofen's movies and thought it was awful,1.0
you are even gayer,3.4
"This was confirmation, so at least it's coming soon http",1.6
"I've never seen such an asshole kid like this, that's disgusting",2.4
"I don't think I'm replaceable, they can take my place but they'll never be like me 🤙🏻",3.2
Weak loves don't deserve my time!,2.4
man I liked the book for like a month we got super close I hit on her straight and she NEVER noticed I swear wow,3.6
In the process of overcoming the feelings become a mess... I feel a little bit of everything,3.2
"If you defend, it's because it's the same too",1.6
"Seriously, I already love this woman http",3.6
"Man, watching the movie for the 50th time I was disappointed with the ending :// it deserved more",2.0
"If it were me, I would be crying right now!",2.0
how can i tell my mom that i want a book for 300 reais when i don't even want to use it i have to google search,2.0
"Like me or not I want another dose Baby, that's who I am Libertarians don't die.",3.6
"I am grateful for everything, regardless of anything. I just have to thank 🙏🏼✌🏽",2.2
I wanted a specific tea 😩,1.4
"Amount will begin to be paid to councilors in 2022, but parliamentarian says it is inappropriate #NotíciaAtual http",1.0
D******** is an asshole,3.75
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK isn't it enough?,1.6
sometimes i go to my crush's insta just because she's beautiful,3.8
how he is how i see http,1.4
I'm trying to remember more stories from when I was little,2.6
"Hey dad, forgive me for laughing at these comments. One better than the other http",2.0
"I really want to go back to training, but I have to take a transport",2.4
this here is a seal deserved to be title http,1.25
I think this was the 1 movie that Globo shows that is wonderful,1.0
A woman stopped next to me on the street that only God hahaha spoke ill of everyone passing by,2.6
we posted a photo of Vinnie and Saul: 🥺 they started asking who Saul is and what he is from Vinnie 🙂🔫,2.0
I didn't even have to do much there 99% it's your natural beauty love 🥰,3.6
The game of discord is making me sleepy just like the Roberto Carlos special,1.2
"Single I lay down, without horns I get up crlh 😂😂",3.8
_Moro Remember that? Definitely archived today. Scoundrel! http,3.6
public,1.0
The burden of being beautiful is too heavy,3.0
not even the people I relate to are my mother's bitches like Milena,4.5
I can't believe I'm going to meet my tribe tomorrow. 😍,1.75
Me after these photos of Rafa http,2.0
keep going is necessary,1.25
Those YouTube Ads are a bitch,1.4
Imagine if we score a goal today. Let's go Grêmio,1.0
my god I won't know how to write an http essay,1.8
our who amg?,2.6
Just to test the new http update,1.2
someone sponsors my angelic on ff,2.2
"wish me happy birthday, fagot",2.75
I still can't accept,2.0
Hahahaha our story will be cooler,2.6
This woman's performance deserves a shelf of awards #MotherlandFortSalem #SaveMotherlandFortSalem http,1.6
dude join us both together forget it kkkkkkkkkkkkkkkkkk,2.6
i attract two types of men very specific i find this genuinely funny,2.8
"OK, enough",1.25
Me and my good will ever,2.2
"best fds driver next to Nannini, fuck was the hurried one in turn 1 yesterday",1.8
😯,1.0
"How cute, and still polite lol",2.2
"God forbid dating people you know you'll have to educate and make mature, never again",3.0
"Mano, for what they are charging here in Teresina, I better continue with my kidneys and corneas kkkkkkkkkkkkkkkk",1.8
pprt this capitalism thing is already ugly,1.0
"yes!!! he's so perfect and kind, it's impossible not to really like him",2.0
"Me too, just tears here. Will it be possible to find it to watch or was it already?",2.25
I think it's beautiful,1.8
_isabela Not for a long time... I don't think any chief of the Centrão slept last night.,2.4
it seems to me that it just didn't rain in celandia 🤔🤨,1.8
he is very cute hahaha,1.8
ah get better then !!,1.25
"mlk the gaucho when they say that the bread is hard they say: ""the cacetinho is hard"" I'm simply losing everything",3.0
if we don't study*** liliana kitten,2.4
LOL cheering against is always cooler,1.0
I can't understand what's going on there. But it has to be seen. It is the second year at Ineos and in a very atypical Tour,1.6
how many encounters fit in a lifetime?,2.2
The way my grandma almost breaks down the house early in the morning is different..,2.4
someone to make me fall in love and then leave me out of nowhere I need to lose weight,3.2
carro #PremiosMTVMIAW #MTVLATEAMKEN #MTVLACREADORGLTWINS #MTVLACRUSHBOGGI #MTVLAFANDOMTEAMKEN,1.0
"And let's go to work full Friday, no street for me today",1.4
received,1.8
sometimes you don't care about me i get sad,3.2
"yes, you see, everything stops me in my legs, apart from the pain in my ass, which in my case was in both pulps kk",4.6
I'm going to fix myself you know,2.4
But you already have me!,3.0
"I learned to play my wife's friend, who loved?",3.5
Why would I torture my family members? That doesn't make sense Philip.,2.2
"it looks like it is, it's just that they put the jacket on and I already shivered",2.6
"I came in just to say that yesterday I took a sensational shit, and today I took another. In other words, I gave him two fabulous shits!",4.4
"Amen, a top new year for you too ❤️",3.0
Racist because everything is lacking and I don't need to give satisfaction to this fdp http,2.2
Dois papas is EXCELLENT!,1.4
"Every day is mengão celebrating the title, it is difficult to compete 😕😕😕👎🏻👎🏻👎🏻",1.4
exactly,1.0
Omg I already signed up for 2 courses of 4 days of photography scr os 2 for this month oh God,2.6
"You're telling me ""No Go"" but you've already toured the neighborhood 2x",3.0
And two kitten 🥺,1.4
eu ri dms moço kkkkkkkkkkkkkkkkkkkkkk,1.0
people where is the day,2.0
"Ultimately, women will eventually stop using public restrooms.",1.4
Inter players began to cry. history repeats itself,1.0
"Guys, I came to pee and my cat fell asleep in my pants, how do I get out of this? http",4.0
"Very strange, including today's ugly uniform for krl.",2.75
I bet with whoever wants ok,1.0
do you like vsf?,3.0
I get here and see a tag for mamis ❤ SARAH WE LOVE YOU,2.6
I finished Planet Her and I already have my fav http,2.0
"When it comes to women, no one is anyone's friend.",2.4
Rt here only for those who were here until the cancellation days EIGHT MILHOES DA CARLA,2.0
"Oh my friend, not Shippo, but if it's going to facilitate the endgame Alyra, it's worth it 😂😂😂😂😂",2.6
I gave a lot of value to those who didn't deserve it..,4.0
"if Juliette puts Gil on the podium in place of the stinky one, I'll invade the projac and I'll already give her the prize #BBB21",1.2
"Jeez amg it's an app, I'll see if I think",1.4
naughty mania of mine to touch the cell phone until it downloads,1.4
"I stopped, I don't have the patience for this today",1.8
"Jeon Jungkook I vote for #BTS , #Butter and #ARMY (_twt) in #KCAMexico 2021!",1.6666666666666667
lol what does he have,1.2
so I want,1.25
manuel makes a bad song /// i do naaooo http,2.25
I'm going to stir it up because tomorrow I'm going to make baião with sirloin steak and fries 💪🙏,1.75
"Gaining fame without lying in bed is not for me, so I just go there and do it 🤷",4.4
Predictable is your crying. pathetic,1.25
"And that's it... so quickly I don't leave the house or am with people, I don't trust unconscious people who are unaware of the pandemic state",2.8
I'm yours,4.2
update accesses in my http profile,2.4
my dream to cheat at night,3.25
"my god, this is so sad, whindersson was going to be a father, oh my",2.2
Do we have a good engagement? http,2.0
sim eu sou uma princesskkkkkkkkkkkkkk,2.0
"Dado to play the championship with us over there from the Municipal is done dms tlk, more to play little time is with him lol lol 🤣",2.75
So I see that you don't work at all lol,2.0
I don't know if I'm living or just waiting for a vmin live,1.8
2 people are viewing your http profile,1.2
"that's enough, sb her, obsessed just talk about it",2.8
meude.......why did that make me so comfortable?,2.8
"And we sweating, or quadrey",1.8
Will I watch? Probably not. But the advantage of “No Limite” is that there is no digital militia dictating the directions.,1.2
Behind the goal I go I can't stop,1.5
Doria talking about vaccinating all adults by the end of the year triggered me...,1.4
Your profile has been viewed by 5 people in the last 4 hours http,2.25
#BaixaAgitada the moment you turn on the sniper fds mode lol http,1.4
Dona Guiomar shaking a ride that won't work! #AviagemNoVIVA,1.2
Is it fun right?,1.4
"kkkkkk come on, can you laugh",1.2
widened all,1.5
"wpp is a joke, it's not possible",1.6
bro what proof is this wtf,2.4
make a tutorial like this plz,2.0
I took a mareep and named it Felipe Neto,1.5
because nobody wants you 😏😏😼,2.8
"People, the shaking doesn't appear in the video LOL miss you beautiful ❤️",2.8
kicking 20 questions of mat tomorrow kkkkkkkkkkkk each k is a beating of my mother seeing my grade,2.0
today I saw a play it was great it just came back to me the idea of ​​doing theater,2.2
Your profile has been viewed by 6 people in the last 2 hours http,1.0
Is your boyfriend handsome like that too? http,2.8
Wow and what is it? AHAHAHA 🥱,1.25
I called Maura with my paediatrics lab coat and my pink stethoscope and she thought it was a surprise to tell her I'm pregnant ((((??????))),3.6
I have anxiety my blood pressure is dropping so bad I won't kiss anymore I don't want criticism about kisses,3.8
At least it took a little rain to wash the leather! When was the last time she really washed her hair? Just asking,2.2
"He's really annoying, he's just there to be comic relief",3.0
URGENT!!! Tomorrow will I wear a skirt or pants? (help me I swear),2.6
"get up gay, let's praise jimin's vocals on home http",3.75
mds even the recording is crashing,1.6
WHAT THE HELL THIS BR and I just want to get to Marituba,1.4
I'm still not satisfied that João is going to leave... even more so with the attacks he's been receiving,3.0
You weren't wrong. There's a video on my timeline of him. Facebook has psychopathy.,3.6
"I believe that a collab/ost can come, I'm probably deluding myself with these rumors, but I think it's impossible either kkkk",1.8
I have to make a friend lol,1.8
You don't know the peace of mind I have after deactivating the other site. It's been 3 weeks and oh peace of mind.,2.0
"Fucking dumb technician, this Léo Natel to be bad he still needs to improve a lot",1.8
"I helped my brother choose a perfume, my God, he's turning into a man",3.8
Champion! Congratulations on the achievement!,1.2
"When I look at the kid's insta, I always stop at his girlfriend's because porran mule Linda dos Peitaum wanted to be her",4.0
"I don't really like Gary either, but I prefer him as a regular than Mona, honestly... #LegendsOfTomorrow",1.8
Are you dating someone right now? — not http,3.6
Really the stadiums that are being chosen are one worse than the other,1.0
"man, i'm still shocked by the lies that ***** tells, bro, but why is that? because just by my side???",3.6
"""Less Relegation""",1.5
2 people are viewing your http profile,2.0
whole br love,2.2
you kauan,1.6666666666666667
this greNAL was the fuck,2.0
"envy amg, their emergency aid you can't even buy a 51 on the corner",2.6
I only forgive because she is perfect,2.4
Just a 101 DAYS WITH SARAH,2.2
"Faggot, I can't even study in this heat",1.8
"Go there, I trust",1.6
A friend of mine from the exchange program is in João Pessoa and I'm super excited to see her again! 🥰🥰🥰,2.8
yes :/ and the atz don't even appear right I was sad,1.5
end of thread.,1.0
Do I cancel or not cancel my card?,1.2
Another Friday at home ☹️,3.2
ally rwanswering the fans with the book see if it's not an angel,1.4
Taylor and Harry would then steal two more to go to dua and ari's 😉 http,1.0
whenever I heard anything about their show I cried a lot KKKKK,2.0
today i got run over by the procrastination monster,1.6
louis would say hello i would spread my legs and vdd,3.8
at least you had self-esteem,2.2
your fc is so dummy http,2.0
"my mother talking about my father ""now I'm destroying him, because we don't teach men, we train them""",2.8
There I am very blogayra !!!,2.0
I vote for _twt's #Dynamite by choreographer Son Sung Deuk in #FaveChoreography at the #iHeartAwards! RT = VOTE,1.0
god bless the vibrator,4.4
Imagine the deep hydration of the skin,2.6
Nobody wrote his name right I'm-kkkkkkkkkkkkkkkkkkkk #NoLimite,1.4
"I already want Friday, eat that feijoada 🤤🤤🤤🤤🤤🤤",1.2
Receiving calls and messages from several people... I didn't imagine that a tweet would generate all this uproar.,1.8
"Oh! I saw the ""sea blue"" in the photo... Believe me!!! One more following http",1.6
Your profile has been viewed by 8 people in the last 12 hours http,1.0
among other discussions that I stay by god .... thank you therapy,2.8
how to order one to celebrate anything sifoda invent a reason why i need to eat one of these,3.4
what happened Sam?,3.4
"Did? Or does it? Alô cleitinho the house fell, the betrayal",2.6
that's how I like kitten,4.0
"I can't become Vitor's headdress, can I? Kakkakakkaka #ProvaDeFogo",2.75
Your profile has been viewed by 5 people in the last 6 hours http,1.2
It's OK? That was too specific,1.4
I believe I eat all day,2.2
But I'm going to get really drunk today so fuck it,4.0
delete it for god's sake I'm not feeling well,3.0
Two friends climb the mountains to burn the Ring Nerds think LOTR isn't LGBTQIA+???,2.0
YET is so beautiful. Thanks Jungkook,2.0
"Kkkkk but it's a final too, right, I had no doubt that they would even increase the price",1.2
I used to love painting my nails in nude colors and nowadays I think it looks so?? a red death will always prevail,1.8
because I can't take it anymore,2.6
Winter hasn't even started and I'm already scheduling cold weather complaints for the entire season.,2.2
no no 😠,1.75
new status: people who visited my http profile,1.6
Your profile has been viewed by 4 people in the last 3 hours http,1.2
mine,2.4
I tried to buy her a pizza but she won't accept it on the app,2.0
"Fuck, what a bummer, fuck it, leave me",3.0
"The little kings, I met before the international career http",1.4
"Will you try if? Which course? — I will, almost certainly buildings http",1.25
I understand you,2.6
positivity is good,1.2
My knee is hurting,2.6
Old who is the greatest at all,1.4
Who tells you to have a girlfriend in every place. That's the price you pay lol,2.8
"I blocked the BBB channel so no one can watch it, take it up the BBB boy's ass lol",2.8
I already drank almost 1.5 liters of water in 2 hours so much thanks bts for saving my kidneys too,2.6
I can't fall in love I can't fall in love I can't fall in love I can't fall in love It wouldn't be so bad to fall in love lol,3.6
I'm not in love with him I think about him only during the day because at night I dream,3.6
The woman is a trillionaire. 30 MILLION FROM JULIETTE http,1.2
"my very lucky sister, went to get the vaccine and got Janssen",3.4
"I want to sit on God's lap, and say '' leave me here with you dad, on earth it's hurting a lot.'' 😭",2.2
look at the perfection of this here my loves http,2.0
I leave work and go straight to training,1.2
Doing the test walking is awesome!,1.4
I liked it worse.....,2.4
Good night pexual 😴❤️,2.6
1 day only I think,1.0
someone come clean my house 😩,1.4
I can't rest even on Saturday :),1.8
I'd better talk to Dani by letter kakakakakaksjakajja,2.8
"God is good all the time, my mom is going away on a Wednesday trip and won't be back until Saturday 🤝😋🙏",3.2
This week will be all sunbathing.,1.0
the second was my favorite,1.6
kkkkkaralho,1.75
I'm having a bad time laughing with them kkkkkkkkkkkk http,2.2
dealing with teenagers/youths: 😐😐🙄🙄 dealing with elderly people and children: 😍😍🥰🥰☺️,2.2
Red white and blood blue,1.4
"Criminal mind, thug heart 🎶",2.2
"everything going wrong, that's great 🤧",2.8
"Then I was already drinking, you never blocked me for so long",3.0
Maria or João?,1.8
"After I found out that Skala cream is bad in the long run, I didn't know anymore",1.4
I don't know the box so I didn't understand the joke kjkjj,1.75
these people are too crazy,1.8
Bonito dreams speaks very loud enough of the fear I wake up soon with the flashlight in the cr lol,2.333333333333333
what a dream lol,1.25
That's why he lost lol azideia,1.0
My mom making salad just so I don't get off the diet 😍,2.4
Your lucky your steak has it! 😝❤️,3.333333333333333
It's going to be all right 🙏😂,1.8
which one is mo? ksk,2.0
My lock screen background is the landscape of Victor's house kkkkkkkkkkkkkkkkkk http,2.6
"6 missed calls 2:08 6 more missed calls 8:30 Calls asking what happened, the freak gets angry and blocks it 🤷🏾‍♀️😳",1.6
the way you are fake enchants me 😍😍😍,4.0
"I even lose but those who lose me, lose much more",2.8
I hate missing and blaming myself for a bgl that I know I'm not to blame pprt but keep,3.0
Me here thinking about my little baby wanting to spend Saturday without me,3.4
"the worst thing is that I'm dying of this shit sdd, what the hell I'm a muggle vsf",4.4
"I'm very freaky, I can't",3.0
I work late these people keep calling me I'm sleepy 🤬 I hate that they wake me up I hate,2.0
Going home after getting stuffed at the house of the manager I like,4.5
I want credits for the police photo,2.6
i like it so much when the boys go to jimmy and james,1.4
that in your loc you are radfem?,1.75
Ok but who,2.6666666666666665
I love you Kitty,4.4
we're live what I'm sore after that bite is a joke http,3.0
What a penalty that Rodrigo Caio was.,1.0
me all,2.25
stop it,1.4
"I'm going to freak out if this woman doesn't post a chapter soon, my god",1.6
"I love 20% only, friend, I'm just like you hehehe",3.2
Friday successfully completed. SEXTOOU!!,1.4
"Don't wash your feet, the mouse thought it was in the sewer with the smell",3.2
There is no greater investment than spreading the love! #XPInvesteEmVocê #NoLimite http,1.6
man i just love this video,2.0
she has the talent but we have the money 😎🤙,2.0
"I just wanted 25g of marijuana, as a birthday present lol",2.6
I'm freaked out,2.25
"If you are the most beautiful of all women both inside and out, I love you.",3.8
You have your opinion and I have mine.,2.8
I want to stick until he wants to have me,4.6
I didn't sleep at all,1.4
listening to rihanna everything gets better,2.0
I have to stop doing everything for those who don't even care about me,3.0
My dick in your ear,4.4
this role of tata werneck just shows that there's only boring on the net if she wanted to go with 50 masks what do you have with that,2.0
"Without Luan, it's not possible",3.2
Twitter dead zap dead fecebook dead Instagram dead krlh and there's still no one to talk to 🥺💔😭,2.4
"I wouldn't be part of the campaign yet and, even so, I'm already stol on the bus, leaving the city",1.25
It's already crazy lol,2.8
child chaeyoung is the cutest thing i've seen today,2.0
what is delalieu warner's grandfather,1.0
"The end of the year arrives and it doesn't arrive on the 30/09th, crlh 😤",1.4
"the best thing is when my sister says ""STOP BREATHING, IT'S RUNNING OUT OF ALL THE OXYGEN"" kkk-",3.0
800 reais a hd and a memory for my notebook what death,1.8
"There I go another night to the hospital this time with Gael, it's hard 🤦🏻‍♀️😔",3.8
"It's over, in 2 years Vasco will be champion of Libertadores",1.2
"honestly I have to fuck myself, motherfucker eat fried food, greasy, spicy stuff….. EAT AGAIN and see if it dies for good",3.2
"My next fantasy will be Zidane in 98, enjoying it while I still have the same ""hair"" as him in the World Cup.",2.75
"Someone who thinks like me, I love you",3.0
"""best captain"" this comforted me a lot🥺🥺🥺 http",2.25
Your profile has been viewed by 2 people in the last hour http,2.5
the look that is fd,2.4
this belly didn't even grow right and I can't take it anymore 😫😫,1.8
Tomorrow there's another one at http,2.25
Luiz Adriano's pass to Scarpa was FUCK!,1.8
I also think!! It's not possible that he thought they would have a night together! Even a clueless guy like him wouldn't go so far!!,4.25
Cute millstone killing people with a rainbow in my name,1.5
Your profile has been viewed by 2 people in the last hour http,1.2
my bloody mouse went to skip class in the wardrobe and broke the door.. do you think something like that can do 👌,1.5
man I took the glass of soda and I look like a chihuahua from shaking so much,1.6
"He spoke of the New, I already remember the Titanic... 🛳️ The last one to leave turns off the light!",1.4
improved?,2.4
Was yours made for him?,1.75
Disheartened for everything today,2.4
peace is a bgl worth a lot to go wasting with anyone,2.0
man how much baitolagem on tml I stopped sorry,2.8
"She said that ""she's going to do her own research before getting vaccinated because her cousin's friend in Trinidad got his balls swollen"" aaaaaaa",2.6
Said I already know,1.25
I ask you,1.6666666666666667
I feel bad with Letícia man kkkkkkkk,2.4
I want to sit in a bar and leave only tomorrow,2.4
I deleted the thing,1.6
"You guys who are already on tt 5 am, did you wake up now or never went to sleep?",1.6
more wtttffffff,1.2
"God is good all the time, all the time God is good",1.0
"hi, recommend me sapphic books",2.6
it must be great to hate myself and be able to call me ugly,1.8
"it's just a curiosity, I'm not going to go into that, tomorrow I just want my daily rate of 3 thousand 😆",1.4
The life I have is this one. You won't faint forever.,1.2
last update my profile visitors http,2.0
How nice!,1.2
Ugly,1.8
it's only been 3 months since I put it on the artist and I'd already do the drawing differently and now,2.0
"nothing very ""wow"", it's more the longing to spend time talking nonsense with you guys kkkkkk",2.4
"I want to go to my godmother's house and stay there for a long time, only come back after her wedding, but I don't know🤦🏽‍♀️",2.8
movie: avengers endgame,1.0
I like him too much,3.5
Plug disappeared and never reappeared,3.6
and tomorrow I return to my life as a student who cries solving physics questions,2.8
My dad went to the fucking supermarket and bought Bono and pineapple cake. I don't eat either of them.......,3.2
"TT exists for people like me, 100% fucked up, who can post what they feel and what they want here, vsf hahahahahahhaa hushshus",2.6
the show that you are cute,3.0
I'm sorry but damn the spinning top doesn't have ONE bad song (eclipse haters don't even come here),1.8
It was just a bite in me Hope and I was already over life..... http,2.2
talk like that he dies in the end,2.25
I finished watching Word Of Honor... they are so beautiful bro 🥺😔❤,2.2
When I act naughty and the person is naughty: http,3.0
There should be a law that prohibits working on Sundays 😮‍💨,1.5
"You really have to crave water, my friend.",1.8
I trust in your potential,2.6
LOL affs will deny that deep down she is disturbed 💆🏻‍♀️,3.0
they are characterless. they don't care about him. mind talking bad about her all day long. play dirty and low to win,3.8
Beautiful is who believes that he is beautiful,1.8
twt you are too beautiful Daniel my god,2.5
Imbalance is one thing being fake is another 😌 http,1.6
Mundinho geovanna wants to read the game again but she has a list of books to read,1.0
I send a photo,3.2
Someone make a social and call me 😔,3.0
bts is gone people http,1.4
Are you in Rio?! What about jap?,1.2
It's an excerpt from the song by Shaman friend kkkkkkkk,1.4
"Mark had to see Sofia grow up, it's been years and I'm still not over it",1.4
"those things right, what you learn on the way matters more than the arrival",1.0
I couldn't sleep well because the teacher was playing music in the middle of class 😭,3.2
"bad feeling that of missing the person, but knowing that you were the one who distanced yourself, and lost a friendship",3.0
💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔,3.333333333333333
I come here this Sunday afternoon to announce that I took over jimin as utt and now jk has company on this podium ((applause,2.2
"I ask for lili from friends who are deprived, lili 🙌🏻🙏🏻",3.0
my God??,1.0
"Londrina and Giants won, what a fds my friends",1.0
"Dude, what horror movie is this?",1.6
Your profile has been viewed by 4 people in the last 3 hours http,1.0
They are having immense difficulties in attracting players to . They can only bring it if they promise that it will be a starter.,1.5
The uterus what? Enough itches,2.5
"Short touches back there, calls the opposing pressure and leaves with speed, being more vertical. You can clearly see it in this video.",1.2
"my sister was eating and she went ""hmmmmm""",4.0
I already want to see my love later 🥺💏,3.2
I was watching American got talents with ph é Afonso and I didn't even see the time pass 🤡,3.0
And the outbreak that was us watching Zayn sleep?,2.0
"I hate this fucking hot weather, fuck you, where is this fucking cold?",1.2
"I HATE thick people, it's pure ignorance that holy shit",2.6
i rt a tweet without any context accidentally the girl must have thought that and i am sick in the head,2.6
France will be small for Zywoo,1.3333333333333333
Did you put the sugar?? HAHAHAHA,1.0
so.,1.0
bianca andrade the most beautiful pregnant woman of the year,2.2
So addicted to the crown that something really bizarre happened,1.25
status: 9 people viewed your http profile,1.0
I want to go to the millionaire show,1.8
"I just want my life back to normal, I complained so much but I didn't know it would get worse",4.0
Miss my son 💙😢,4.4
#FalasDaTerra It is extremely necessary .... Everyone should watch,1.5
Can I show YOUR FC on my mobile ?????????,2.75
"Eternal customer, CPF in the note",1.0
"Man, I spent 6 fucking years on amino, worst experience on a social network possible, wtf.",2.25
João: “I'm going to vote for Pocah to save me” João: 0 votes,1.6
Less than 1.80 for me is dwarfism,3.5
"I swear to God I can't take this anymore, Zé Gabriel",2.8
it's costing me so much son fds,2.25
I may not even launch a style anymore lol but one day I'm going to leave the house and fuck ✨✨✨,2.2
"I'm going to visit my friend Paulinho, see",1.4
Your profile has been viewed by 7 people in the last 5 hours http,1.0
"Man if it's bait or real I don't know, but I already had a lot of arguments here kkkkkkkkkkkkkkkkkkkkkkkkkkkk",1.75
Amazing!,1.5
"It's already out, it doesn't accept any zip code",1.6
There's more tomorrow.,2.0
"This one is not fake, people from rare cases talk about the family since he had complications.",2.0
I'm full of hate,3.4
sometimes the black just needs love and affection 🤞💯☠,3.6
3 people viewed your profile now http,1.5
Day today was grated I just want to get home to shower and sleep,2.2
"I took a nap and Fernanda Souza came out with her girlfriend, that EVERYONE!!!! long live love",1.8
oh no that's not what i asked for,1.2
Not here either! United family! #BolsonaroReelected,1.8
hey everyone saw...,1.4
"The person who sleeps the most in the house and does nothing, complaining that the boys aren't helping. He likes to embarrass himself! 🤭🤭🙄",2.8
"Kane 10,000 times better...",1.2
It's amazing how crazy you guys are. I'm out.....have a nice day,1.4
In everything I always see the hand of God ☝️❤️,2.2
3 people viewed your profile now http,2.0
"Finally, the opportunity to live the ""Who's talking already finished doing the activity?"".",2.2
sometimes going wrong was the surest thing that could have happened,2.0
Next Saturday we'll be watching the small screen watching you lift the most imposing cup in the world The Champions League,1.2
I made pasta with white sauce and top ground beef 😋,2.2
It's hard to get attention,3.0
"Scooby is different. Regardless of game, It has something very special. I like THEM, THE 5.",1.2
"I'm going to stop tweeting bglh in love, they're going to start believing it's true",3.25
"A bloody rain and I'm not home, aiai",1.6
"Mercy, worse than the truth, I went there and left a kidney",2.0
unfortunately next semester there is already a chair until 5 pm I'm going to http,2.0
Come Jade to make your donation from outside #BBB22 #ForaJade,1.4
"my dad is very cute, I can't stand him 😍",2.8
"Yes, today 10.",1.75
"An army asked how namjoon felt when he saw Yoongi dancing to this (that that) and he replied: ""Yoongi hyung is cute and dances well""🥺🥺🥺",1.8
who said this is my problem?,3.0
I need to fart to sleep and I can't http,3.0
I only have one thing to say: http,1.8
Facing the enemy with focus and determination is what gives you the strength to win!!💪💪💪💪 http,1.2
sometimes I catch myself thinking about,2.6
"There is so much politics and so much trickery in Brazilian politics that, in the end, we will have two carnivals in a single year.",1.0
Because you want yourself worthy of licking my boots.,3.0
I'm full of things to talk about but I can't so let it be clear that I have MANY things to talk about,2.4
